id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_24h_in_currency,date,change_symbol
ethereum-classic,etc,Ethereum Classic,https://coin-images.coingecko.com/coins/images/453/large/ethereum-classic-logo.png?1696501717,19.8,3028840823,44,3028840823,267523207.0,20.06,19.06,3.48975,3.48975,104755763.0,3.58251,152969470.9577282,152969470.9577282,210700000.0,167.09,-88.15117,2021-05-06T18:34:22.133Z,0.615038,3118.93369,2016-07-25T00:00:00.000Z,"{'times': 42.99076171066029, 'currency': 'usd', 'percentage': 4299.076171066029}",2025-08-03T19:09:13.015Z,3.489752594869354,03-08-2025,UP
near,near,NEAR Protocol,https://coin-images.coingecko.com/coins/images/10365/large/near.jpg?1696510367,2.43,3021643436,45,3078016795,118698685.0,2.44,2.32,4.99466,4.99466,152725498.0,5.32345,1240605901.0,1263751293.0,,20.44,-88.07172,2022-01-16T22:09:45.873Z,0.526762,362.81149,2020-11-04T16:09:15.137Z,,2025-08-03T19:09:06.104Z,4.994657831654741,03-08-2025,UP
ondo-finance,ondo,Ondo,https://coin-images.coingecko.com/coins/images/26580/large/ONDO.png?1696525656,0.922459,2914630481,46,9226119890,131591192.0,0.923172,0.853893,8.02977,8.02977,220641358.0,8.19014,3159107529.0,10000000000.0,10000000000.0,2.14,-56.87053,2024-12-16T00:36:00.777Z,0.082171,1023.3137,2024-01-18T12:14:30.524Z,,2025-08-03T19:09:11.942Z,8.029769353079178,03-08-2025,UP
pi-network,pi,Pi Network,https://coin-images.coingecko.com/coins/images/54342/large/pi_network.jpg?1739347576,0.366305,2844153057,47,4375620088,100095238.0,0.373766,0.341587,4.79537,4.79537,131271704.0,4.83883,7771356384.791152,11955932899.67869,100000000000.0,2.99,-87.73921,2025-02-26T16:41:03.732Z,0.341568,7.2421,2025-08-02T06:38:50.431Z,,2025-08-03T19:09:06.581Z,4.7953710386286845,03-08-2025,UP
aptos,apt,Aptos,https://coin-images.coingecko.com/coins/images/26455/large/aptos_round.png?1696525528,4.23,2837959174,48,4937426580,362098078.0,4.24,4.07,3.84848,3.84848,107049903.0,3.91994,671519509.2455623,1168296677.53239,,19.92,-78.775,2023-01-26T14:25:17.390Z,3.08,37.28524,2022-12-29T21:35:14.796Z,,2025-08-03T19:09:11.265Z,3.8484839924747454,03-08-2025,UP
okb,okb,OKB,https://coin-images.coingecko.com/coins/images/4463/large/WeChat_Image_20220118095654.png?1696505053,46.37,2782183946,49,10941294731,9687067.0,47.04,45.06,1.06151,1.06151,35996761.0,1.31079,60000000.0,235957685.3,300000000.0,73.8,-37.13828,2024-03-14T00:30:12.502Z,0.580608,7890.59791,2019-01-14T00:00:00.000Z,,2025-08-03T19:09:06.075Z,1.06151052538218,03-08-2025,UP
internet-computer,icp,Internet Computer,https://coin-images.coingecko.com/coins/images/14495/large/Internet_Computer_logo.png?1696514180,5.09,2732691447,50,2732691447,41184933.0,5.11,4.89,4.21942,4.21942,117021664.0,4.47387,536221935.5982061,536221935.5982061,,700.65,-99.2724,2021-05-10T16:05:53.653Z,2.87,77.93589,2023-09-22T00:29:57.369Z,,2025-08-03T19:09:13.908Z,4.219423238216017,03-08-2025,UP
jito-staked-sol,jitosol,Jito Staked SOL,https://coin-images.coingecko.com/coins/images/28046/large/JitoSOL-200.png?1696527060,197.34,2561317223,51,2561317223,26262932.0,198.34,191.3,2.96559,2.96559,74996795.0,3.01638,12970735.08383101,12970735.08383101,,339.52,-41.77621,2025-01-19T11:21:54.080Z,0.57898,34043.10905,2023-09-12T10:21:17.665Z,,2025-08-03T19:09:13.770Z,2.9655925298338848,03-08-2025,UP
blackrock-usd-institutional-digital-liquidity-fund,buidl,BlackRock USD Institutional Digital Liquidity Fund,https://coin-images.coingecko.com/coins/images/36291/large/blackrock.png?1711013223,1.0,2411998201,52,2411998201,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2411998200.553854,2411998200.553854,,1.0,0.0,2025-02-12T05:00:10.912Z,1.0,0.0,2025-02-12T05:45:10.196Z,,2025-08-03T19:05:01.748Z,0.0,03-08-2025,DOWN
mantle,mnt,Mantle,https://coin-images.coingecko.com/coins/images/30980/large/Mantle-Logo-mark.png?1739213200,0.702896,2365795993,53,4371519195,149486519.0,0.709776,0.679822,3.39408,3.39408,77996779.0,3.40925,3365794382.836841,6219316794.99,6219316794.99,1.54,-54.30884,2024-04-08T09:45:25.482Z,0.307978,128.28157,2023-10-18T02:50:46.942Z,,2025-08-03T19:09:05.399Z,3.3940800948046337,03-08-2025,UP
kaspa,kas,Kaspa,https://coin-images.coingecko.com/coins/images/25751/large/kaspa-icon-exchanges.png?1696524837,0.086038,2268709567,54,2283158225,59265087.0,0.08771,0.080585,6.76704,6.76704,145792791.0,6.86757,26363807936.34678,26531710271.89998,28704026601.0,0.207411,-58.48668,2024-08-01T00:40:47.164Z,0.00017105,50238.15156,2022-05-26T14:42:59.316Z,,2025-08-03T19:09:13.768Z,6.767043103883854,03-08-2025,UP
pudgy-penguins,pengu,Pudgy Penguins,https://coin-images.coingecko.com/coins/images/52622/large/PUDGY_PENGUINS_PENGU_PFP.png?1733809110,0.03459099,2174442518,55,2737718175,446624417.0,0.034766,0.03156915,9.57215,9.57215,187349532.0,9.42832,62860396090.0,79143986276.73067,88888888888.0,0.068447,-49.43142,2024-12-17T13:05:22.873Z,0.00371517,831.65424,2025-04-09T01:31:57.832Z,,2025-08-03T19:09:07.189Z,9.572148431942782,03-08-2025,UP
usd1-wlfi,usd1,USD1,https://coin-images.coingecko.com/coins/images/54977/large/USD1_1000x1000_transparent.png?1749297002,0.999074,2168562178,56,2168562178,329341793.0,1.001,0.99806,0.0484,0.0484,1817603.0,0.08389,2170191031.434669,2170191031.434669,,1.025,-2.51336,2025-05-12T12:36:39.412Z,0.989703,0.94628,2025-04-16T00:36:15.580Z,,2025-08-03T19:09:16.342Z,0.048401113597737126,03-08-2025,UP
binance-peg-weth,weth,Binance-Peg WETH,https://coin-images.coingecko.com/coins/images/39580/large/weth.png?1723006716,3488.95,2112582329,57,2112582329,49230740.0,3509.25,3379.5,3.23853,3.23853,69152518.0,3.38414,604999.999959841,604999.999959841,,4098.26,-14.83376,2024-12-06T20:27:27.286Z,1394.32,150.32549,2025-04-09T01:32:41.942Z,,2025-08-03T19:09:11.495Z,3.2385344960543003,03-08-2025,UP
algorand,algo,Algorand,https://coin-images.coingecko.com/coins/images/4380/large/download.png?1696504978,0.241971,2107161633,58,2107167518,97162798.0,0.244067,0.225227,7.43419,7.43419,156388518.0,8.01675,8692973306.517973,8692997586.528584,10000000000.0,3.56,-93.18024,2019-06-20T14:51:19.480Z,0.087513,177.51391,2023-09-11T19:42:08.247Z,"{'times': -0.8991788922465072, 'currency': 'usd', 'percentage': -89.91788922465072}",2025-08-03T19:09:10.718Z,7.4341914464022,03-08-2025,UP
bonk,bonk,Bonk,https://coin-images.coingecko.com/coins/images/28600/large/bonk.jpg?1696527587,2.613e-05,2023083983,60,2307283919,285652463.0,2.612e-05,2.429e-05,7.57178,7.57178,132652038.0,7.01702,77419592329436.58,88295385631183.16,88295385631183.16,5.825e-05,-55.12165,2024-11-20T04:01:06.465Z,8.6142e-08,30247.06921,2022-12-29T22:48:46.755Z,,2025-08-03T19:09:11.707Z,7.571784269396951,03-08-2025,UP
gatechain-token,gt,Gate,https://coin-images.coingecko.com/coins/images/8183/large/200X200.png?1735246724,16.91,2021405194,59,5076998851,5373499.0,17.17,16.53,2.27665,2.27665,46940395.0,2.37737,119444887.81900902,300000000.0,,25.94,-34.75975,2025-01-25T03:07:37.823Z,0.25754,6470.99098,2020-03-13T02:18:02.481Z,,2025-08-03T19:09:12.902Z,2.276652485023533,03-08-2025,UP
vechain,vet,VeChain,https://coin-images.coingecko.com/coins/images/1167/large/VET.png?1742383283,0.02312146,1989742066,61,1989742066,29380929.0,0.02329432,0.02184929,5.82247,5.82247,113410969.0,6.04429,85985041177.0,85985041177.0,86712634466.0,0.280991,-91.76469,2021-04-19T01:08:21.675Z,0.00191713,1107.03545,2020-03-13T02:29:59.652Z,"{'times': 1.3171519284288187, 'currency': 'eth', 'percentage': 131.71519284288186}",2025-08-03T19:09:09.125Z,5.822466419573679,03-08-2025,UP
fasttoken,ftn,Fasttoken,https://coin-images.coingecko.com/coins/images/28478/large/lightenicon_200x200.png?1696527472,4.58,1975629373,62,3987827870,60011883.0,4.59,4.57,0.07668,0.07668,1514459.0,0.07672,431378783.4,870742437.0,1000000000.0,4.61,-0.64265,2025-07-27T09:55:16.106Z,0.398142,1049.78564,2023-01-21T10:15:39.503Z,,2025-08-03T19:09:12.912Z,0.07667571981728631,03-08-2025,UP
arbitrum,arb,Arbitrum,https://coin-images.coingecko.com/coins/images/16547/large/arb.jpg?1721358242,0.38261,1971711173,63,3828387249,150925465.0,0.383309,0.363069,5.38219,5.38219,101834915.0,5.44608,5150239630.0,10000000000.0,10000000000.0,2.39,-83.98011,2024-01-12T12:29:59.231Z,0.245747,55.81905,2025-04-07T07:01:34.124Z,,2025-08-03T19:09:16.633Z,5.382194692073657,03-08-2025,UP
cosmos,atom,Cosmos Hub,https://coin-images.coingecko.com/coins/images/1481/large/cosmos_hub.png?1696502525,4.24,1958664889,64,1958664889,83437062.0,4.25,4.04,4.99401,4.99401,95231369.0,5.11053,461864278.682425,461864278.682425,,44.45,-90.45054,2022-01-17T00:34:41.497Z,1.16,265.89049,2020-03-13T02:27:44.591Z,"{'times': 41.37849526648491, 'currency': 'usd', 'percentage': 4137.849526648491}",2025-08-03T19:09:12.252Z,4.994008018679865,03-08-2025,UP
render-token,render,Render,https://coin-images.coingecko.com/coins/images/11636/large/rndr.png?1696511529,3.56,1844915022,65,1897471967,60857911.0,3.56,3.37,5.58818,5.58818,99524280.0,5.70212,518128769.0562826,532888942.3362826,644245094.0,13.53,-73.68717,2024-03-17T16:30:24.636Z,0.03665669,9615.44577,2020-06-16T13:22:25.900Z,,2025-08-03T19:09:07.458Z,5.588175182943229,03-08-2025,UP
story-2,ip,Story,https://coin-images.coingecko.com/coins/images/54035/large/Transparent_bg.png?1738075331,6.18,1828400478,66,6256387358,46450999.0,6.23,5.77,7.02271,7.02271,127839991.0,7.51752,295335470.72,1010573519.07,,7.31,-15.45766,2025-02-26T16:11:25.410Z,1.0,518.12147,2025-02-14T03:11:08.309Z,,2025-08-03T19:09:15.023Z,7.022706921405635,03-08-2025,UP
polygon-ecosystem-token,pol,POL (ex-MATIC),https://coin-images.coingecko.com/coins/images/32440/large/polygon.png?1698233684,0.201374,1821119714,67,2111405799,59721578.0,0.201981,0.191201,5.32072,5.32072,94069758.0,5.44685,9034065415.515553,10474093471.36837,,1.29,-84.34776,2024-03-13T18:55:06.692Z,0.153392,31.38376,2025-04-07T07:06:08.017Z,,2025-08-03T19:09:06.673Z,5.3207228469370405,03-08-2025,UP
susds,susds,sUSDS,https://coin-images.coingecko.com/coins/images/52721/large/sUSDS_Coin.png?1734086971,1.062,1787907369,68,1787907369,113622127.0,1.062,1.061,0.01512,0.01512,6885173.0,0.38659,1684249089.662841,1684249089.662841,,1.088,-2.42378,2025-02-03T02:31:35.208Z,0.961716,10.38037,2025-01-04T01:21:08.460Z,,2025-08-03T19:09:11.853Z,0.0151190108629258,03-08-2025,UP
worldcoin-wld,wld,Worldcoin,https://coin-images.coingecko.com/coins/images/31069/large/worldcoin.jpeg?1696529903,0.972413,1779966834,69,9726120418,123771010.0,0.973057,0.92134,5.54329,5.54329,95533092.0,5.67153,1830089241.877126,10000000000.0,10000000000.0,11.74,-91.71169,2024-03-10T00:10:42.330Z,0.583741,66.70034,2025-04-07T07:06:11.379Z,,2025-08-03T19:09:09.293Z,5.5432921310604755,03-08-2025,UP
official-trump,trump,Official Trump,https://coin-images.coingecko.com/coins/images/53746/large/trump.png?1737171561,8.84,1768625329,70,8843127833,207612621.0,8.84,8.48,4.20246,4.20246,73529606.0,4.33778,199999973.092266,1000000000.0,1000000000.0,73.43,-87.96347,2025-01-19T11:50:34.806Z,4.29,105.99327,2025-01-18T03:40:29.231Z,,2025-08-03T19:09:06.242Z,4.202462464645274,03-08-2025,UP
binance-staked-sol,bnsol,Binance Staked SOL,https://coin-images.coingecko.com/coins/images/40132/large/bnsol.png?1725968367,172.61,1716266946,71,1716266946,8479388.0,173.29,166.6,3.60558,3.60558,60195237.0,3.63482,9943261.618857972,9943261.618857972,,297.96,-42.07005,2025-01-19T11:30:53.744Z,100.21,72.24321,2025-04-07T06:56:20.488Z,,2025-08-03T19:09:11.293Z,3.6055806335610523,03-08-2025,UP
sky,sky,Sky,https://coin-images.coingecko.com/coins/images/39925/large/sky.jpg?1724827980,0.078707,1674435735,72,1849167332,1795628.0,0.078852,0.076072,3.4646,3.4646,57712484.0,3.56972,21245630012.79518,23462665147.36596,,0.100535,-21.70312,2024-12-04T10:13:57.264Z,0.03582727,119.7096,2025-02-03T05:01:48.626Z,,2025-08-03T19:09:18.139Z,3.464597795910298,03-08-2025,UP
fetch-ai,fet,Artificial Superintelligence Alliance,https://coin-images.coingecko.com/coins/images/5681/large/ASI.png?1719827289,0.633981,1651716948,73,1721169261,57238062.0,0.634534,0.607004,4.44435,4.44435,72389129.0,4.58354,2604959126.672,2714493896.672,2714493896.672,3.45,-81.62924,2024-03-28T17:21:18.050Z,0.00816959,7667.25638,2020-03-13T02:24:18.347Z,"{'times': 6.31235242871904, 'currency': 'usd', 'percentage': 631.2352428719039}",2025-08-03T19:09:12.909Z,4.444347965184563,03-08-2025,UP
jupiter-perpetuals-liquidity-provider-token,jlp,Jupiter Perpetuals Liquidity Provider Token,https://coin-images.coingecko.com/coins/images/33094/large/jlp.png?1700631386,4.85,1649299980,74,1649299980,25666162.0,4.86,4.78,1.53965,1.53965,45338932.0,2.82669,339463887.82315,339463887.82315,,5.26,-7.77827,2025-07-22T23:55:01.224Z,0.146839,3206.46027,2023-11-24T05:55:06.706Z,,2025-08-03T19:09:13.913Z,1.539654508255204,03-08-2025,UP
rocket-pool-eth,reth,Rocket Pool ETH,https://coin-images.coingecko.com/coins/images/20764/large/reth.png?1696520159,3974.26,1644088090,75,1644088090,3391739.0,3982.86,3826.07,3.11509,3.11509,52318230.0,3.2868,413507.4461303006,413507.4461303006,,4814.31,-17.36901,2021-12-01T08:03:50.749Z,887.26,348.35747,2022-06-18T20:55:45.957Z,,2025-08-03T19:09:07.042Z,3.1150920057121585,03-08-2025,UP
sei-network,sei,Sei,https://coin-images.coingecko.com/coins/images/28205/large/Sei_Logo_-_Transparent.png?1696527207,0.279918,1618472330,76,2799250708,109043320.0,0.280099,0.265193,5.5526,5.5526,89125128.0,5.82766,5781805555.0,10000000000.0,,1.14,-75.45606,2024-03-16T02:30:23.904Z,0.095364,193.33121,2023-10-19T08:05:30.655Z,,2025-08-03T19:09:07.175Z,5.552599681380484,03-08-2025,UP
flare-networks,flr,Flare,https://coin-images.coingecko.com/coins/images/28624/large/FLR-icon200x200.png?1696527609,0.02305668,1607217966,77,2391260465,12353044.0,0.02314964,0.02169206,6.16684,6.16684,88801473.0,5.84829,69706665353.2978,103711379847.177,,0.150073,-84.64327,2023-01-10T03:14:05.921Z,0.00827405,178.53696,2023-10-19T03:35:41.663Z,,2025-08-03T19:09:12.806Z,6.166836288685577,03-08-2025,UP
quant-network,qnt,Quant,https://coin-images.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1696504070,110.04,1601185571,78,1608706652,17657112.0,110.16,105.88,3.72594,3.72594,59541967.0,3.86224,14544176.164091088,14612493.0,14612493.0,427.42,-74.25421,2021-09-11T09:15:00.668Z,0.215773,50899.48661,2018-08-23T00:00:00.000Z,"{'times': 12.548595714049608, 'currency': 'eth', 'percentage': 1254.8595714049607}",2025-08-03T19:09:06.891Z,3.725935381480841,03-08-2025,UP
filecoin,fil,Filecoin,https://coin-images.coingecko.com/coins/images/12817/large/filecoin.png?1696512609,2.33,1595865890,79,4572845441,107263596.0,2.34,2.23,4.39573,4.39573,64441739.0,4.20796,683725608.0,1959169345.0,1959169345.0,236.84,-99.01405,2021-04-01T13:29:41.564Z,1.98,17.6487,2025-06-22T20:30:12.846Z,,2025-08-03T19:09:12.975Z,4.395725127189752,03-08-2025,UP
lombard-staked-btc,lbtc,Lombard Staked BTC,https://coin-images.coingecko.com/coins/images/39969/large/LBTC_Logo.png?1724959872,114355.0,1592550201,80,1592550201,4529543.0,114450.0,111740.0,2.08312,2.08312,31834104.0,2.03971,13913.69198921004,13913.69198921004,,123777.0,-7.59588,2025-07-14T08:10:46.456Z,52119.0,119.44904,2024-09-06T21:01:52.094Z,,2025-08-03T19:09:20.165Z,2.0831245907061233,03-08-2025,UP
kelp-dao-restaked-eth,rseth,Kelp DAO Restaked ETH,https://coin-images.coingecko.com/coins/images/33800/large/Icon___Dark.png?1702991855,3663.69,1553294026,81,1553294026,653584.0,3676.74,3544.01,3.10325,3.10325,51070783.0,3.39968,423677.5980923704,423677.5980923704,,4216.2,-13.09894,2024-12-06T20:31:16.142Z,1459.69,151.00688,2025-04-09T01:45:22.546Z,,2025-08-03T19:09:13.610Z,3.1032461018452873,03-08-2025,UP
spx6900,spx,SPX6900,https://coin-images.coingecko.com/coins/images/31401/large/centeredcoin_%281%29.png?1737048493,1.63,1515376460,82,1515376460,73313372.0,1.69,1.44,13.03685,13.03685,175925124.0,13.13412,930993086.0063922,930993086.0063922,1000000000.0,2.27,-28.26458,2025-07-28T11:24:33.852Z,0.00131808,123478.6117,2024-02-04T19:12:19.110Z,,2025-08-03T19:09:07.729Z,13.036849898038842,03-08-2025,UP
xdce-crowd-sale,xdc,XDC Network,https://coin-images.coingecko.com/coins/images/2912/large/xdc-icon.png?1696503661,0.093038,1510545159,83,3537665111,36613819.0,0.093165,0.089033,2.7304,2.7304,39289467.0,2.67047,16229895920.05,38010076179.9,,0.192754,-51.71038,2021-08-21T04:39:48.324Z,0.00039532,23445.65834,2019-07-22T00:00:00.000Z,"{'times': 2.542515761915588, 'currency': 'eth', 'percentage': 254.25157619155877}",2025-08-03T19:09:09.152Z,2.7304039892527263,03-08-2025,UP
usdtb,usdtb,USDtb,https://coin-images.coingecko.com/coins/images/52804/large/USDtbSmall.png?1734344946,0.999951,1437170086,84,1437170086,5719274.0,1.0,0.999542,0.02116,0.02116,-55182.51311945915,-0.00384,1437240341.947031,1437240341.947031,,1.018,-1.73304,2024-12-20T13:43:38.196Z,0.900502,11.04379,2025-07-17T08:05:52.672Z,,2025-08-03T19:09:08.767Z,0.021155478281334978,03-08-2025,UP
jupiter-exchange-solana,jup,Jupiter,https://coin-images.coingecko.com/coins/images/34188/large/jup.png?1704266489,0.461192,1413777358,85,3235590099,43361249.0,0.462643,0.429522,7.37337,7.37337,100218912.0,7.62957,3058272222.2,6999203421.701948,10000000000.0,2.0,-76.91681,2024-01-31T15:02:47.304Z,0.306358,50.69513,2025-04-07T06:56:22.719Z,,2025-08-03T19:09:13.750Z,7.373369919535379,03-08-2025,UP
usdt0,usdt0,USDT0,https://coin-images.coingecko.com/coins/images/53705/large/usdt0.jpg?1737086183,0.999389,1363264328,86,185913986532,172334825.0,1.001,0.997597,0.13482,0.13482,-7425606.320887089,-0.54174,1362655291.828991,185980310998.1359,,1.052,-4.94238,2025-01-23T22:34:53.341Z,0.975737,2.49095,2025-02-28T01:35:58.101Z,,2025-08-03T19:09:08.813Z,0.13482330719504057,03-08-2025,UP
kucoin-shares,kcs,KuCoin,https://coin-images.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,10.51,1341490146,87,1499409207,5294072.0,10.64,10.39,0.86843,0.86843,14804774.0,1.11592,127421933.7355671,142421933.7355671,,28.83,-63.5031,2021-12-01T15:09:35.541Z,0.342863,2968.8686,2019-02-07T00:00:00.000Z,,2025-08-03T19:09:13.913Z,0.8684280348274731,03-08-2025,UP
stakewise-v3-oseth,oseth,StakeWise Staked ETH,https://coin-images.coingecko.com/coins/images/33117/large/Frame_27513839.png?1700732599,3673.46,1319659174,88,1319659174,23520.0,3687.05,3547.41,3.10026,3.10026,43345131.0,3.39612,358880.6839472,358880.6839472,,4228.59,-13.12825,2024-12-06T20:32:35.136Z,1459.73,151.65282,2025-04-09T01:32:44.161Z,,2025-08-03T19:09:07.429Z,3.1002563465592132,03-08-2025,UP
nexo,nexo,NEXO,https://coin-images.coingecko.com/coins/images/3695/large/CG-nexo-token-200x200_2x.png?1730414360,1.32,1316430104,89,1316430104,9754971.0,1.32,1.25,3.7731,3.7731,47280667.0,3.72538,1000000000.0,1000000000.0,1000000000.0,4.07,-67.68469,2021-05-12T14:37:47.535Z,0.04515276,2811.39908,2018-09-13T00:00:00.000Z,"{'times': 12.16763954463267, 'currency': 'usd', 'percentage': 1216.763954463267}",2025-08-03T19:09:05.914Z,3.7730950219514945,03-08-2025,UP
hash-2,hash,Provenance Blockchain,https://coin-images.coingecko.com/coins/images/66154/large/Hastra_Icon.png?1748497203,0.02724046,1294549922,90,2720082024,5071.87,0.02872426,0.02487185,-1.7746,-1.7746,-24326885.73704815,-1.84452,47592311935.0,100000000000.0,100000000000.0,0.058737,-53.70381,2025-07-10T08:19:31.383Z,0.01378736,97.23173,2025-06-04T11:15:56.153Z,,2025-08-03T19:09:13.172Z,-1.7746004996150624,03-08-2025,DOWN
first-digital-usd,fdusd,First Digital USD,https://coin-images.coingecko.com/coins/images/31079/large/FDUSD_icon_black.png?1731097953,0.997489,1283560177,91,1283560177,3087267365.0,1.003,0.989608,0.1233,0.1233,1337914.0,0.10434,1286786437.687852,1286786437.687852,,1.15,-13.31874,2025-02-03T02:30:49.959Z,0.940377,6.12653,2024-12-05T22:30:51.394Z,,2025-08-03T19:09:13.054Z,0.12329821226318594,03-08-2025,UP
injective-protocol,inj,Injective,https://coin-images.coingecko.com/coins/images/12882/large/Other_200x200.png?1738782212,13.02,1272295653,93,1301884622,100390953.0,13.02,12.04,8.18744,8.18744,98040765.0,8.34919,97727220.33,100000000.0,,52.62,-75.27062,2024-03-14T15:06:22.124Z,0.657401,1879.42602,2020-11-03T16:19:30.576Z,,2025-08-03T19:09:13.810Z,8.18743963373192,03-08-2025,UP
liquid-staked-ethereum,lseth,Liquid Staked ETH,https://coin-images.coingecko.com/coins/images/28848/large/LsETH-receipt-token-circle.png?1696527824,3773.25,1272159840,92,1272159840,711366.0,3788.36,3640.64,3.13969,3.13969,39535330.0,3.20741,337041.8897850713,337041.8897850713,,4332.67,-12.85276,2024-12-06T20:27:20.677Z,1384.61,172.69828,2023-03-10T11:26:12.210Z,,2025-08-03T19:09:20.011Z,3.139685174646218,03-08-2025,UP
mantle-staked-ether,meth,Mantle Staked Ether,https://coin-images.coingecko.com/coins/images/33345/large/symbol_transparent_bg.png?1701697066,3735.89,1261221154,94,1261221154,1198278.0,3753.22,3624.35,2.67243,2.67243,38447639.0,3.1443,337946.0775618807,337946.0775618807,,4729.53,-21.07445,2024-03-27T05:26:27.333Z,1485.62,151.2624,2025-04-09T01:32:38.082Z,,2025-08-03T19:09:05.472Z,2.6724347581027805,03-08-2025,UP
curve-dao-token,crv,Curve DAO,https://coin-images.coingecko.com/coins/images/12124/large/Curve.png?1696511967,0.909112,1256065701,95,2082763199,166945935.0,0.92433,0.852725,5.78223,5.78223,71293646.0,6.0175,1381332277.0,2290475751.652213,3030303031.0,15.37,-94.08262,2020-08-14T00:00:00.000Z,0.180354,404.35491,2024-08-05T11:41:26.119Z,,2025-08-03T19:09:12.348Z,5.782231808998674,03-08-2025,UP
blockstack,stx,Stacks,https://coin-images.coingecko.com/coins/images/2069/large/Stacks_Logo_png.png?1709979332,0.687991,1233800102,96,1233800102,19524990.0,0.689287,0.657898,4.57416,4.57416,57050913.0,4.84818,1789516195.70027,1789516195.70027,,3.86,-82.1642,2024-04-01T12:34:58.342Z,0.04559639,1411.59522,2020-03-13T02:29:26.415Z,"{'times': 4.733261206744793, 'currency': 'usd', 'percentage': 473.3261206744792}",2025-08-03T19:09:11.965Z,4.574159272829335,03-08-2025,UP
polygon-bridged-usdt-polygon,usdt,Polygon Bridged USDT (Polygon),https://coin-images.coingecko.com/coins/images/35023/large/USDT.png?1707233644,0.999786,1214786039,97,1214786039,27375030.0,0.999863,0.999354,0.01865,0.01865,1489994.0,0.12281,1215047050.610444,1215047050.610444,,1.027,-2.63171,2024-04-14T06:51:56.926Z,0.945933,5.69052,2024-12-05T22:30:30.789Z,,2025-08-03T19:09:06.736Z,0.018651149921852926,03-08-2025,UP
celestia,tia,Celestia,https://coin-images.coingecko.com/coins/images/31967/large/tia.jpg?1696530772,1.65,1206063233,98,1874737615,67946294.0,1.65,1.56,5.71104,5.71104,71466206.0,6.29882,732643556.869079,1138841146.081792,,20.85,-92.10099,2024-02-10T14:30:02.495Z,1.32,24.40409,2025-06-22T20:21:50.444Z,,2025-08-03T19:09:12.050Z,5.711036589035584,03-08-2025,UP
falcon-finance,usdf,Falcon USD,https://coin-images.coingecko.com/coins/images/54558/large/ff_200_X_200.png?1740741076,0.999238,1196991903,99,1196991903,6853701.0,1.0,0.998733,-0.00907,-0.00907,2851411.0,0.23878,1197740647.897657,1197740647.897657,,1.075,-7.01152,2025-05-08T21:25:42.071Z,0.943422,5.91627,2025-07-08T10:16:34.749Z,,2025-08-03T19:09:12.658Z,-0.009071590307302984,03-08-2025,DOWN
renzo-restaked-eth,ezeth,Renzo Restaked ETH,https://coin-images.coingecko.com/coins/images/34753/large/Ezeth_logo_circle.png?1713496404,3677.11,1147175883,100,1147175883,1861196.0,3695.5,3552.7,3.29051,3.29051,37365468.0,3.36683,311822.3540022948,311822.3540022948,,4207.05,-12.57441,2024-12-06T20:30:39.115Z,1454.43,152.885,2025-04-09T01:30:57.856Z,,2025-08-03T19:09:06.848Z,3.290513421559892,03-08-2025,UP
solv-btc,solvbtc,Solv Protocol BTC,https://coin-images.coingecko.com/coins/images/36800/large/solvBTC.png?1719810684,113920.0,1144663319,101,1144663319,973333.0,113953.0,111662.0,1.52952,1.52952,19921891.0,1.77124,10046.63545912625,10046.63545912625,21000000.0,122909.0,-7.30078,2025-07-14T07:45:30.769Z,49058.0,132.24693,2024-08-05T06:28:45.311Z,,2025-08-03T19:09:13.423Z,1.5295210679719107,03-08-2025,UP
optimism,op,Optimism,https://coin-images.coingecko.com/coins/images/25244/large/Optimism.png?1696524385,0.652138,1143308097,102,2802481353,116688687.0,0.652696,0.619683,5.23747,5.23747,59186720.0,5.45942,1752186819.0,4294967296.0,4294967296.0,4.84,-86.52964,2024-03-06T08:35:50.817Z,0.402159,62.26067,2022-06-18T20:54:52.178Z,,2025-08-03T19:09:06.251Z,5.23747040399787,03-08-2025,UP
conflux-token,cfx,Conflux,https://coin-images.coingecko.com/coins/images/13079/large/3vuYMbjN.png?1696512867,0.214976,1100976654,103,1224178689,403173359.0,0.21746,0.186132,13.56228,13.56228,137034917.0,14.2161,5119992016.981257,5692931899.255862,,1.7,-87.36932,2021-03-27T03:43:35.178Z,0.02199898,876.53794,2022-12-30T08:16:30.345Z,,2025-08-03T19:09:12.327Z,13.562276570465059,03-08-2025,UP
pump-fun,pump,Pump.fun,https://coin-images.coingecko.com/coins/images/67164/large/pump.jpg?1751949376,0.0029975,1068254687,104,3017636710,382503187.0,0.00305062,0.00253944,18.03771,18.03771,175486295.0,19.65642,354000000000.0,999989429888.1025,1000000000000.0,0.00681162,-55.35225,2025-07-16T09:11:47.827Z,0.00228323,33.19904,2025-07-29T11:15:43.983Z,,2025-08-03T19:09:12.770Z,18.037705446325077,03-08-2025,UP
