number,rank,gainer_rank,loser_rank,name,symbol,current_price,price_change_24h,change_symbol,market_cap,volume_24h,ath,id,image,date,last_updated
30,30,,,Binance Bridged USDT (BNB Smart Chain),BSC-USD,0.999435,-0.08115,DOWN,6778986046,2244998900.0,1.05,binance-bridged-usdt-bnb-smart-chain,https://coin-images.coingecko.com/coins/images/35021/large/USDT.png?1707233575,03-08-2025,2025-08-03T14:09:02.301Z
31,31,,,Coinbase Wrapped BTC,CBBTC,113938.0,0.45657,UP,6143933657,324346936.0,123036.0,coinbase-wrapped-btc,https://coin-images.coingecko.com/coins/images/40143/large/cbbtc.webp?1726136727,03-08-2025,2025-08-03T14:09:02.572Z
32,32,,,WhiteBIT Coin,WBT,42.51,0.16449,UP,6126942915,49873429.0,52.27,whitebit,https://coin-images.coingecko.com/coins/images/27045/large/wbt_token.png?1696526096,03-08-2025,2025-08-03T14:09:07.613Z
33,33,,,Uniswap,UNI,9.15,0.91244,UP,5493909492,348873850.0,44.92,uniswap,https://coin-images.coingecko.com/coins/images/12504/large/uniswap-logo.png?1720676669,03-08-2025,2025-08-03T14:09:08.233Z
34,34,,,Monero,XMR,297.11,1.5429,UP,5478763518,91722015.0,542.33,monero,https://coin-images.coingecko.com/coins/images/69/large/monero_logo.png?1696501460,03-08-2025,2025-08-03T14:09:08.726Z
35,35,,,Polkadot,DOT,3.6,1.13824,UP,5473372155,217022544.0,54.98,polkadot,https://coin-images.coingecko.com/coins/images/12171/large/polkadot.png?1696512008,03-08-2025,2025-08-03T14:09:05.967Z
36,36,,,Ethena Staked USDe,SUSDE,1.19,0.25443,UP,5169116340,224278167.0,1.29,ethena-staked-usde,https://coin-images.coingecko.com/coins/images/33669/large/sUSDe-Symbol-Color.png?1716307680,03-08-2025,2025-08-03T14:09:02.412Z
37,37,,,Bitget Token,BGB,4.34,0.41798,UP,4945865370,77961430.0,8.45,bitget-token,https://coin-images.coingecko.com/coins/images/11610/large/Bitget_logo.png?1736925727,03-08-2025,2025-08-03T14:09:01.327Z
38,38,,,Pepe,PEPE,1.048e-05,1.15131,UP,4407879780,555947427.0,2.803e-05,pepe,https://coin-images.coingecko.com/coins/images/29850/large/pepe-token.jpeg?1696528776,03-08-2025,2025-08-03T14:09:05.301Z
39,39,,,Cronos,CRO,0.133092,0.33415,UP,4302971592,31140025.0,0.965407,crypto-com-chain,https://coin-images.coingecko.com/coins/images/7310/large/cro_token_logo.png?1696507599,03-08-2025,2025-08-03T14:09:02.200Z
40,40,,,Aave,AAVE,257.52,0.74088,UP,3914311533,340373121.0,661.69,aave,https://coin-images.coingecko.com/coins/images/12645/large/aave-token-round.png?1720472354,03-08-2025,2025-08-03T14:09:07.918Z
41,41,,,Dai,DAI,1.0,0.02199,UP,3740929264,92902556.0,1.22,dai,https://coin-images.coingecko.com/coins/images/9956/large/Badge_Dai.png?1696509996,03-08-2025,2025-08-03T14:09:02.254Z
42,42,5.0,,Ethena,ENA,0.579469,6.85012,UP,3673982868,1055811522.0,1.52,ethena,https://coin-images.coingecko.com/coins/images/36530/large/ethena.png?1711701436,03-08-2025,2025-08-03T14:09:02.913Z
43,43,,,Bittensor,TAO,346.51,1.91685,UP,3313002703,112461211.0,757.6,bittensor,https://coin-images.coingecko.com/coins/images/28452/large/ARUsPeNQ_400x400.jpeg?1696527447,03-08-2025,2025-08-03T14:09:01.405Z
44,44,,,Ethereum Classic,ETC,19.69,-0.65226,DOWN,3011968565,259198057.0,167.09,ethereum-classic,https://coin-images.coingecko.com/coins/images/453/large/ethereum-classic-logo.png?1696501717,03-08-2025,2025-08-03T14:09:02.715Z
45,45,,,NEAR Protocol,NEAR,2.43,1.17701,UP,3008156828,143144535.0,20.44,near,https://coin-images.coingecko.com/coins/images/10365/large/near.jpg?1696510367,03-08-2025,2025-08-03T14:09:09.245Z
46,46,,,Ondo,ONDO,0.908742,2.28399,UP,2872170640,135396667.0,2.14,ondo-finance,https://coin-images.coingecko.com/coins/images/26580/large/ONDO.png?1696525656,03-08-2025,2025-08-03T14:09:09.388Z
47,47,,,Aptos,APT,4.2,0.38574,UP,2822697010,415589010.0,19.92,aptos,https://coin-images.coingecko.com/coins/images/26455/large/aptos_round.png?1696525528,03-08-2025,2025-08-03T14:09:03.901Z
48,48,,,Pi Network,PI,0.362397,1.14416,UP,2819246980,114016837.0,2.99,pi-network,https://coin-images.coingecko.com/coins/images/54342/large/pi_network.jpg?1739347576,03-08-2025,2025-08-03T14:09:09.324Z
49,49,,,OKB,OKB,46.68,0.25364,UP,2801373098,12427927.0,73.8,okb,https://coin-images.coingecko.com/coins/images/4463/large/WeChat_Image_20220118095654.png?1696505053,03-08-2025,2025-08-03T14:09:08.955Z
50,50,,,Internet Computer,ICP,5.08,0.97253,UP,2721269448,49578292.0,700.65,internet-computer,https://coin-images.coingecko.com/coins/images/14495/large/Internet_Computer_logo.png?1696514180,03-08-2025,2025-08-03T14:09:05.454Z
51,51,,9.0,Jito Staked SOL,JITOSOL,196.98,-1.82362,DOWN,2554500337,36715634.0,339.52,jito-staked-sol,https://coin-images.coingecko.com/coins/images/28046/large/JitoSOL-200.png?1696527060,03-08-2025,2025-08-03T14:09:05.779Z
52,52,,,BlackRock USD Institutional Digital Liquidity Fund,BUIDL,1.0,0.0,DOWN,2411998201,0.0,1.0,blackrock-usd-institutional-digital-liquidity-fund,https://coin-images.coingecko.com/coins/images/36291/large/blackrock.png?1711013223,03-08-2025,2025-08-03T14:05:08.856Z
53,53,,,Mantle,MNT,0.701585,1.45119,UP,2361400783,172505409.0,1.54,mantle,https://coin-images.coingecko.com/coins/images/30980/large/Mantle-Logo-mark.png?1739213200,03-08-2025,2025-08-03T14:09:08.270Z
54,54,,,Kaspa,KAS,0.085473,1.70332,UP,2252868687,75094051.0,0.207411,kaspa,https://coin-images.coingecko.com/coins/images/25751/large/kaspa-icon-exchanges.png?1696524837,03-08-2025,2025-08-03T14:09:06.197Z
55,55,,,USD1,USD1,0.998479,-0.11927,DOWN,2169481682,420135685.0,1.025,usd1-wlfi,https://coin-images.coingecko.com/coins/images/54977/large/USD1_1000x1000_transparent.png?1749297002,03-08-2025,2025-08-03T14:09:07.726Z
56,56,,,Pudgy Penguins,PENGU,0.03447762,0.08555,UP,2166917263,565668990.0,0.068447,pudgy-penguins,https://coin-images.coingecko.com/coins/images/52622/large/PUDGY_PENGUINS_PENGU_PFP.png?1733809110,03-08-2025,2025-08-03T14:09:05.650Z
57,57,,,Binance-Peg WETH,WETH,3486.37,-0.72735,DOWN,2109249900,61687949.0,4098.26,binance-peg-weth,https://coin-images.coingecko.com/coins/images/39580/large/weth.png?1723006716,03-08-2025,2025-08-03T14:09:01.343Z
58,58,,,Algorand,ALGO,0.240317,3.05139,UP,2083248770,109604978.0,3.56,algorand,https://coin-images.coingecko.com/coins/images/4380/large/download.png?1696504978,03-08-2025,2025-08-03T14:09:00.888Z
59,59,,,Gate,GT,16.99,1.65377,UP,2030082374,6215714.0,25.94,gatechain-token,https://coin-images.coingecko.com/coins/images/8183/large/200X200.png?1735246724,03-08-2025,2025-08-03T14:09:02.890Z
60,60,,,VeChain,VET,0.02316391,2.79041,UP,1991432401,33430210.0,0.280991,vechain,https://coin-images.coingecko.com/coins/images/1167/large/VET.png?1742383283,03-08-2025,2025-08-03T14:09:07.561Z
61,61,,,Bonk,BONK,2.551e-05,-0.62221,DOWN,1974512024,354020267.0,5.825e-05,bonk,https://coin-images.coingecko.com/coins/images/28600/large/bonk.jpg?1696527587,03-08-2025,2025-08-03T14:09:02.238Z
62,62,,,Fasttoken,FTN,4.58,-0.05404,DOWN,1974300088,62652545.0,4.61,fasttoken,https://coin-images.coingecko.com/coins/images/28478/large/lightenicon_200x200.png?1696527472,03-08-2025,2025-08-03T14:09:03.337Z
63,63,,,Arbitrum,ARB,0.381799,0.98134,UP,1965765393,197538119.0,2.39,arbitrum,https://coin-images.coingecko.com/coins/images/16547/large/arb.jpg?1721358242,03-08-2025,2025-08-03T14:09:01.100Z
64,64,,,Cosmos Hub,ATOM,4.23,2.25524,UP,1952628314,103158440.0,44.45,cosmos,https://coin-images.coingecko.com/coins/images/1481/large/cosmos_hub.png?1696502525,03-08-2025,2025-08-03T14:09:02.180Z
65,65,6.0,,Story,IP,6.15,6.80706,UP,1817818560,49069819.0,7.31,story-2,https://coin-images.coingecko.com/coins/images/54035/large/Transparent_bg.png?1738075331,03-08-2025,2025-08-03T14:09:07.077Z
66,66,,,Render,RENDER,3.51,-0.034,DOWN,1818103562,69036175.0,13.53,render-token,https://coin-images.coingecko.com/coins/images/11636/large/rndr.png?1696511529,03-08-2025,2025-08-03T14:09:06.215Z
67,67,,,POL (ex-MATIC),POL,0.200663,1.82493,UP,1813179509,71996722.0,1.29,polygon-ecosystem-token,https://coin-images.coingecko.com/coins/images/32440/large/polygon.png?1698233684,03-08-2025,2025-08-03T14:09:07.453Z
68,68,,,sUSDS,SUSDS,1.062,0.02451,UP,1790735024,86318819.0,1.088,susds,https://coin-images.coingecko.com/coins/images/52721/large/sUSDS_Coin.png?1734086971,03-08-2025,2025-08-03T14:09:06.669Z
69,69,,,Worldcoin,WLD,0.965698,1.06077,UP,1766843886,143740228.0,11.74,worldcoin-wld,https://coin-images.coingecko.com/coins/images/31069/large/worldcoin.jpeg?1696529903,03-08-2025,2025-08-03T14:09:07.841Z
70,70,,,Official Trump,TRUMP,8.78,0.71597,UP,1754730854,316007841.0,73.43,official-trump,https://coin-images.coingecko.com/coins/images/53746/large/trump.png?1737171561,03-08-2025,2025-08-03T14:09:09.278Z
71,71,,10.0,Binance Staked SOL,BNSOL,172.06,-1.79475,DOWN,1710877893,8704524.0,297.96,binance-staked-sol,https://coin-images.coingecko.com/coins/images/40132/large/bnsol.png?1725968367,03-08-2025,2025-08-03T14:09:01.084Z
72,72,,,Sky,SKY,0.078296,-0.20844,DOWN,1663478569,1992665.0,0.100535,sky,https://coin-images.coingecko.com/coins/images/39925/large/sky.jpg?1724827980,03-08-2025,2025-08-03T14:09:06.312Z
73,73,,,Jupiter Perpetuals Liquidity Provider Token,JLP,4.85,-0.64275,DOWN,1642832945,33372340.0,5.26,jupiter-perpetuals-liquidity-provider-token,https://coin-images.coingecko.com/coins/images/33094/large/jlp.png?1700631386,03-08-2025,2025-08-03T14:09:05.868Z
74,74,,,Rocket Pool ETH,RETH,3971.0,-0.61895,DOWN,1642518653,3876240.0,4814.31,rocket-pool-eth,https://coin-images.coingecko.com/coins/images/20764/large/reth.png?1696520159,03-08-2025,2025-08-03T14:09:05.940Z
