name,symbol,current_price,price_change_24h,change_symbol,market_cap,ath,id,image,date,last_updated,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,price_change_percentage_24h_in_currency
Kaspa,kas,0.085473,1.70332,UP,2252868687,0.207411,kaspa,https://coin-images.coingecko.com/coins/images/25751/large/kaspa-icon-exchanges.png?1696524837,03-08-2025,2025-08-03T14:09:06.197Z,54,2267149869,75094051.0,0.08771,0.080221,1.70332,36409980.0,1.64271,26363807936.34678,26530931014.37286,28704026601.0,-58.79576,2024-08-01T00:40:47.164Z,0.00017105,49863.36208,2022-05-26T14:42:59.316Z,,1.7033218351150066
USD1,usd1,0.998479,-0.11927,DOWN,2169481682,1.025,usd1-wlfi,https://coin-images.coingecko.com/coins/images/54977/large/USD1_1000x1000_transparent.png?1749297002,03-08-2025,2025-08-03T14:09:07.726Z,55,2169481682,420135685.0,1.002,0.997664,-0.11927,1747458.0,0.08061,2170191031.434669,2170191031.434669,,-2.45853,2025-05-12T12:36:39.412Z,0.989703,1.00305,2025-04-16T00:36:15.580Z,,-0.11927040153030471
Pudgy Penguins,pengu,0.03447762,0.08555,UP,2166917263,0.068447,pudgy-penguins,https://coin-images.coingecko.com/coins/images/52622/large/PUDGY_PENGUINS_PENGU_PFP.png?1733809110,03-08-2025,2025-08-03T14:09:05.650Z,56,2727315220,565668990.0,0.03465822,0.03147568,0.08555,-7060367.484081745,-0.32477,62860396090.0,79117056277.1537,88888888888.0,-49.63451,2024-12-17T13:05:22.873Z,0.00371517,827.91269,2025-04-09T01:31:57.832Z,,0.08555172493299265
Binance-Peg WETH,weth,3486.37,-0.72735,DOWN,2109249900,4098.26,binance-peg-weth,https://coin-images.coingecko.com/coins/images/39580/large/weth.png?1723006716,03-08-2025,2025-08-03T14:09:01.343Z,57,2109249900,61687949.0,3513.1,3378.04,-0.72735,-17423654.73326826,-0.81929,604999.999959841,604999.999959841,,-14.97788,2024-12-06T20:27:27.286Z,1394.32,149.90187,2025-04-09T01:32:41.942Z,,-0.727347112308606
Algorand,algo,0.240317,3.05139,UP,2083248770,3.56,algorand,https://coin-images.coingecko.com/coins/images/4380/large/download.png?1696504978,03-08-2025,2025-08-03T14:09:00.888Z,58,2083248770,109604978.0,0.241441,0.224082,3.05139,55074125.0,2.71545,8692957278.073273,8692957278.073273,10000000000.0,-93.27078,2019-06-20T14:51:19.480Z,0.087513,173.82958,2023-09-11T19:42:08.247Z,"{'times': -0.8998677303192503, 'currency': 'usd', 'percentage': -89.98677303192503}",3.0513937360095302
Gate,gt,16.99,1.65377,UP,2030082374,25.94,gatechain-token,https://coin-images.coingecko.com/coins/images/8183/large/200X200.png?1735246724,03-08-2025,2025-08-03T14:09:02.890Z,59,5098792617,6215714.0,17.17,16.53,1.65377,33678434.0,1.68695,119444887.81900902,300000000.0,,-34.49455,2025-01-25T03:07:37.823Z,0.25754,6497.70204,2020-03-13T02:18:02.481Z,,1.653770993450543
VeChain,vet,0.02316391,2.79041,UP,1991432401,0.280991,vechain,https://coin-images.coingecko.com/coins/images/1167/large/VET.png?1742383283,03-08-2025,2025-08-03T14:09:07.561Z,60,1991432401,33430210.0,0.02318825,0.02180923,2.79041,52956528.0,2.73186,85985041177.0,85985041177.0,86712634466.0,-91.76003,2021-04-19T01:08:21.675Z,0.00191713,1107.71967,2020-03-13T02:29:59.652Z,"{'times': 1.3230959264095645, 'currency': 'eth', 'percentage': 132.30959264095645}",2.790407877300708
Bonk,bonk,2.551e-05,-0.62221,DOWN,1974512024,5.825e-05,bonk,https://coin-images.coingecko.com/coins/images/28600/large/bonk.jpg?1696527587,03-08-2025,2025-08-03T14:09:02.238Z,61,2251888651,354020267.0,2.573e-05,2.424e-05,-0.62221,-14570510.312144041,-0.73252,77419592329436.58,88295385979598.3,88295385979598.3,-56.20705,2024-11-20T04:01:06.465Z,8.6142e-08,29513.11191,2022-12-29T22:48:46.755Z,,-0.6222066578135813
Fasttoken,ftn,4.58,-0.05404,DOWN,1974300088,4.61,fasttoken,https://coin-images.coingecko.com/coins/images/28478/large/lightenicon_200x200.png?1696527472,03-08-2025,2025-08-03T14:09:03.337Z,62,3985144694,62652545.0,4.59,4.57,-0.05404,-2049341.0533561707,-0.10369,431378783.4,870742437.0,1000000000.0,-0.66575,2025-07-27T09:55:16.106Z,0.398142,1049.51842,2023-01-21T10:15:39.503Z,,-0.054037018063164396
Arbitrum,arb,0.381799,0.98134,UP,1965765393,2.39,arbitrum,https://coin-images.coingecko.com/coins/images/16547/large/arb.jpg?1721358242,03-08-2025,2025-08-03T14:09:01.100Z,63,3816842583,197538119.0,0.383309,0.362714,0.98134,18530563.0,0.95163,5150239630.0,10000000000.0,10000000000.0,-84.0305,2024-01-12T12:29:59.231Z,0.245747,55.32896,2025-04-07T07:01:34.124Z,,0.9813437820075608
Cosmos Hub,atom,4.23,2.25524,UP,1952628314,44.45,cosmos,https://coin-images.coingecko.com/coins/images/1481/large/cosmos_hub.png?1696502525,03-08-2025,2025-08-03T14:09:02.180Z,64,1952636733,103158440.0,4.25,4.02,2.25524,43675532.0,2.28793,461833082.7126,461835074.107133,,-90.48462,2022-01-17T00:34:41.497Z,1.16,264.58486,2020-03-13T02:27:44.591Z,"{'times': 41.28757222152129, 'currency': 'usd', 'percentage': 4128.757222152129}",2.255242598746934
Render,render,3.51,-0.034,DOWN,1818103562,13.53,render-token,https://coin-images.coingecko.com/coins/images/11636/large/rndr.png?1696511529,03-08-2025,2025-08-03T14:09:06.215Z,66,1869896717,69036175.0,3.54,3.36,-0.034,-1008406.0327179432,-0.05543,518128769.0562826,532888942.3362826,644245094.0,-74.08151,2024-03-17T16:30:24.636Z,0.03665669,9469.8445,2020-06-16T13:22:25.900Z,,-0.03399632590796021
Story,ip,6.15,6.80706,UP,1817818560,7.31,story-2,https://coin-images.coingecko.com/coins/images/54035/large/Transparent_bg.png?1738075331,03-08-2025,2025-08-03T14:09:07.077Z,65,6220402989,49069819.0,6.23,5.72,6.80706,113801602.0,6.67843,295320676.02,1010560644.72,,-15.50023,2025-02-26T16:11:25.410Z,1.0,517.81022,2025-02-14T03:11:08.309Z,,6.807059556166725
POL (ex-MATIC),pol,0.200663,1.82493,UP,1813179509,1.29,polygon-ecosystem-token,https://coin-images.coingecko.com/coins/images/32440/large/polygon.png?1698233684,03-08-2025,2025-08-03T14:09:07.453Z,67,2102174510,71996722.0,0.20127,0.191012,1.82493,31756555.0,1.78265,9034174645.749445,10474093471.36837,,-84.40227,2024-03-13T18:55:06.692Z,0.153392,30.92622,2025-04-07T07:06:08.017Z,,1.8249340926074233
sUSDS,susds,1.062,0.02451,UP,1790735024,1.088,susds,https://coin-images.coingecko.com/coins/images/52721/large/sUSDS_Coin.png?1734086971,03-08-2025,2025-08-03T14:09:06.669Z,68,1792367153,86318819.0,1.062,1.061,0.02451,9633825.0,0.54089,1686827804.899509,1688365229.589214,,-2.41834,2025-02-03T02:31:35.208Z,0.961716,10.38652,2025-01-04T01:21:08.460Z,,0.02450544340805027
Worldcoin,wld,0.965698,1.06077,UP,1766843886,11.74,worldcoin-wld,https://coin-images.coingecko.com/coins/images/31069/large/worldcoin.jpeg?1696529903,03-08-2025,2025-08-03T14:09:07.841Z,69,9654413815,143740228.0,0.972393,0.917197,1.06077,17681720.0,1.01087,1830089241.877126,10000000000.0,10000000000.0,-91.77017,2024-03-10T00:10:42.330Z,0.583741,65.52422,2025-04-07T07:06:11.379Z,,1.0607677515579927
Official Trump,trump,8.78,0.71597,UP,1754730854,73.43,official-trump,https://coin-images.coingecko.com/coins/images/53746/large/trump.png?1737171561,03-08-2025,2025-08-03T14:09:09.278Z,70,8773655451,316007841.0,8.82,8.46,0.71597,11088590.0,0.63594,199999973.092266,1000000000.0,1000000000.0,-88.05126,2025-01-19T11:50:34.806Z,4.29,104.49087,2025-01-18T03:40:29.231Z,,0.7159691646691668
Binance Staked SOL,bnsol,172.06,-1.79475,DOWN,1710877893,297.96,binance-staked-sol,https://coin-images.coingecko.com/coins/images/40132/large/bnsol.png?1725968367,03-08-2025,2025-08-03T14:09:01.084Z,71,1710877893,8704524.0,175.21,166.6,-1.79475,-30777653.76821351,-1.76715,9943261.61528819,9943261.61528819,,-42.24777,2025-01-19T11:30:53.744Z,100.21,71.71478,2025-04-07T06:56:20.488Z,,-1.7947513938811808
Sky,sky,0.078296,-0.20844,DOWN,1663478569,0.100535,sky,https://coin-images.coingecko.com/coins/images/39925/large/sky.jpg?1724827980,03-08-2025,2025-08-03T14:09:06.312Z,72,1837022770,1992665.0,0.078466,0.076036,-0.20844,-2813323.313876152,-0.16884,21246138740.12109,23462665147.36596,,-22.03217,2024-12-04T10:13:57.264Z,0.03582727,118.78624,2025-02-03T05:01:48.626Z,,-0.2084441254887832
Jupiter Perpetuals Liquidity Provider Token,jlp,4.85,-0.64275,DOWN,1642832945,5.26,jupiter-perpetuals-liquidity-provider-token,https://coin-images.coingecko.com/coins/images/33094/large/jlp.png?1700631386,03-08-2025,2025-08-03T14:09:05.868Z,73,1642832945,33372340.0,4.88,4.77,-0.64275,14817554.0,0.91016,338794800.014573,338794800.014573,,-7.90575,2025-07-22T23:55:01.224Z,0.146839,3201.88961,2023-11-24T05:55:06.706Z,,-0.6427525126035014
Rocket Pool ETH,reth,3971.0,-0.61895,DOWN,1642518653,4814.31,rocket-pool-eth,https://coin-images.coingecko.com/coins/images/20764/large/reth.png?1696520159,03-08-2025,2025-08-03T14:09:05.940Z,74,1642516807,3876240.0,3995.73,3826.07,-0.61895,-9642676.348405361,-0.58364,413513.9065519672,413513.4419006129,,-17.53517,2021-12-01T08:03:50.749Z,887.26,347.45587,2022-06-18T20:55:45.957Z,,-0.6189536264439729
Artificial Superintelligence Alliance,fet,0.630146,0.25226,UP,1640671070,3.45,fetch-ai,https://coin-images.coingecko.com/coins/images/5681/large/ASI.png?1719827289,03-08-2025,2025-08-03T14:09:02.770Z,75,1709658920,72814786.0,0.634534,0.605681,0.25226,4479869.0,0.2738,2604959126.672,2714493896.672,2714493896.672,-81.7617,2024-03-28T17:21:18.050Z,0.00816959,7611.25075,2020-03-13T02:24:18.347Z,"{'times': 6.268124256335243, 'currency': 'usd', 'percentage': 626.8124256335243}",0.25225599805788523
Sei,sei,0.2763,-1.21144,DOWN,1597529174,1.14,sei-network,https://coin-images.coingecko.com/coins/images/28205/large/Sei_Logo_-_Transparent.png?1696527207,03-08-2025,2025-08-03T14:09:06.407Z,76,2763028190,136619328.0,0.280099,0.264017,-1.21144,-18394387.33421135,-1.13832,5781805555.0,10000000000.0,,-75.75753,2024-03-16T02:30:23.904Z,0.095364,189.72832,2023-10-19T08:05:30.655Z,,-1.2114435523431615
Quant,qnt,109.7,2.09362,UP,1595701564,427.42,quant-network,https://coin-images.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1696504070,03-08-2025,2025-08-03T14:09:05.820Z,77,1603196886,20500718.0,110.16,105.88,2.09362,32319456.0,2.06728,14544176.164091088,14612493.0,14612493.0,-74.33368,2021-09-11T09:15:00.668Z,0.215773,50742.0642,2018-08-23T00:00:00.000Z,"{'times': 12.516059206688947, 'currency': 'eth', 'percentage': 1251.6059206688947}",2.0936178922735613
Flare,flr,0.02288125,3.78449,UP,1593975953,0.150073,flare-networks,https://coin-images.coingecko.com/coins/images/28624/large/FLR-icon200x200.png?1696527609,03-08-2025,2025-08-03T14:09:02.768Z,78,2371558759,14705938.0,0.02314964,0.02169206,3.78449,56877765.0,3.70033,69706665353.2978,103711384355.162,,-84.75324,2023-01-10T03:14:05.921Z,0.00827405,176.54232,2023-10-19T03:35:41.663Z,,3.784487438592081
Filecoin,fil,2.33,0.68076,UP,1592758823,236.84,filecoin,https://coin-images.coingecko.com/coins/images/12817/large/filecoin.png?1696512609,03-08-2025,2025-08-03T14:09:02.781Z,79,4563942868,139461978.0,2.34,2.23,0.68076,9637490.0,0.60877,683725608.0,1959169566.0,1959169571.0,-99.0163,2021-04-01T13:29:41.564Z,1.98,17.38024,2025-06-22T20:30:12.846Z,,0.6807583472355545
Lombard Staked BTC,lbtc,113906.0,0.53239,UP,1584802067,123777.0,lombard-staked-btc,https://coin-images.coingecko.com/coins/images/39969/large/LBTC_Logo.png?1724959872,03-08-2025,2025-08-03T14:09:07.976Z,80,1584802067,6204540.0,114450.0,111740.0,0.53239,7587579.0,0.48107,13913.58675921006,13913.58675921006,,-8.12788,2025-07-14T08:10:46.456Z,52119.0,118.18559,2024-09-06T21:01:52.094Z,,0.5323870281815093
SPX6900,spx,1.67,10.22671,UP,1557615443,2.27,spx6900,https://coin-images.coingecko.com/coins/images/31401/large/centeredcoin_%281%29.png?1737048493,03-08-2025,2025-08-03T14:09:06.537Z,81,1557615443,80935511.0,1.69,1.43,10.22671,142851872.0,10.09723,930993086.0063922,930993086.0063922,1000000000.0,-26.18494,2025-07-28T11:24:33.852Z,0.00131808,127061.20549,2024-02-04T19:12:19.110Z,,10.226712161477938
Kelp DAO Restaked ETH,rseth,3658.93,-0.62868,DOWN,1550860022,4216.2,kelp-dao-restaked-eth,https://coin-images.coingecko.com/coins/images/33800/large/Icon___Dark.png?1702991855,03-08-2025,2025-08-03T14:09:06.074Z,82,1550860022,981708.0,3682.08,3542.54,-0.62868,-6818742.121680737,-0.43775,423677.3155969397,423677.3155969397,,-13.10065,2024-12-06T20:31:16.142Z,1459.69,151.00194,2025-04-09T01:45:22.546Z,,-0.6286803722510379
XDC Network,xdc,0.091997,-1.79158,DOWN,1493694287,0.192754,xdce-crowd-sale,https://coin-images.coingecko.com/coins/images/2912/large/xdc-icon.png?1696503661,03-08-2025,2025-08-03T14:09:08.006Z,83,3498207050,39686954.0,0.093675,0.089033,-1.79158,-26824222.396033764,-1.76415,16229848245.55,38010033283.95,,-52.25234,2021-08-21T04:39:48.324Z,0.00039532,23181.40153,2019-07-22T00:00:00.000Z,"{'times': 2.5054370131029695, 'currency': 'eth', 'percentage': 250.54370131029694}",-1.791583511679623
USDtb,usdtb,1.0,0.06737,UP,1437356916,1.018,usdtb,https://coin-images.coingecko.com/coins/images/52804/large/USDtbSmall.png?1734344946,03-08-2025,2025-08-03T14:09:07.297Z,84,1437356916,4496080.0,1.0,0.999362,0.06737,539473.0,0.03755,1437240341.947031,1437240341.947031,,-1.73783,2024-12-20T13:43:38.196Z,0.900502,11.03838,2025-07-17T08:05:52.672Z,,0.06737451056863229
Jupiter,jup,0.453464,0.74177,UP,1385940283,2.0,jupiter-exchange-solana,https://coin-images.coingecko.com/coins/images/34188/large/jup.png?1704266489,03-08-2025,2025-08-03T14:09:06.156Z,85,3171881794,48146025.0,0.456705,0.428375,0.74177,10100254.0,0.73412,3058272222.2,6999203431.596045,10000000000.0,-77.32461,2024-01-31T15:02:47.304Z,0.306358,48.03287,2025-04-07T06:56:22.719Z,,0.7417688869119077
USDT0,usdt0,0.999091,-0.08569,DOWN,1363264328,1.052,usdt0,https://coin-images.coingecko.com/coins/images/53705/large/usdt0.jpg?1737086183,03-08-2025,2025-08-03T14:09:07.758Z,86,185913986532,267622733.0,1.002,0.99721,-0.08569,-7425606.320887089,-0.54174,1362655291.828991,185970987621.4483,,-5.0177,2025-01-23T22:34:53.341Z,0.975737,2.40974,2025-02-28T01:35:58.101Z,,-0.08569309006336193
KuCoin,kcs,10.6,0.2736,UP,1350673263,28.83,kucoin-shares,https://coin-images.coingecko.com/coins/images/1047/large/sa9z79.png?1696502152,03-08-2025,2025-08-03T14:09:06.736Z,87,1509673353,5397938.0,10.64,10.39,0.2736,3544308.0,0.2631,127421933.7355671,142421933.7355671,,-63.24922,2021-12-01T15:09:35.541Z,0.342863,2990.21616,2019-02-07T00:00:00.000Z,,0.2736011667016412
StakeWise Staked ETH,oseth,3668.9,-0.64563,DOWN,1318180865,4228.59,stakewise-v3-oseth,https://coin-images.coingecko.com/coins/images/33117/large/Frame_27513839.png?1700732599,03-08-2025,2025-08-03T14:09:06.372Z,88,1318180865,23556.0,3692.74,3547.41,-0.64563,-6948853.465124369,-0.52439,358880.6839472,358880.6839472,,-13.08634,2024-12-06T20:32:35.136Z,1459.73,151.7742,2025-04-09T01:32:44.161Z,,-0.6456286044370697
NEXO,nexo,1.3,1.00149,UP,1302469365,4.07,nexo,https://coin-images.coingecko.com/coins/images/3695/large/CG-nexo-token-200x200_2x.png?1730414360,03-08-2025,2025-08-03T14:09:09.021Z,89,1302469365,9880292.0,1.3,1.25,1.00149,13164424.0,1.02105,1000000000.0,1000000000.0,1000000000.0,-68.00256,2021-05-12T14:37:47.535Z,0.04515276,2782.7617,2018-09-13T00:00:00.000Z,"{'times': 12.00292034933237, 'currency': 'usd', 'percentage': 1200.292034933237}",1.001488293928029
First Digital USD,fdusd,0.996442,-0.13679,DOWN,1282208354,1.15,first-digital-usd,https://coin-images.coingecko.com/coins/images/31079/large/FDUSD_icon_black.png?1731097953,03-08-2025,2025-08-03T14:09:02.969Z,90,1282208354,5445668582.0,1.003,0.989608,-0.13679,-3758586.9308383465,-0.29228,1286786437.688012,1286786437.688012,,-13.32459,2025-02-03T02:30:49.959Z,0.940377,6.11936,2024-12-05T22:30:51.394Z,,-0.13679122095990717
Liquid Staked ETH,lseth,3767.34,-0.63433,DOWN,1271657099,4332.67,liquid-staked-ethereum,https://coin-images.coingecko.com/coins/images/28848/large/LsETH-receipt-token-circle.png?1696527824,03-08-2025,2025-08-03T14:09:07.628Z,91,1271657099,824309.0,3792.08,3640.64,-0.63433,-8156516.0650885105,-0.63732,337041.8897850713,337041.8897850713,,-13.0481,2024-12-06T20:27:20.677Z,1384.61,172.087,2023-03-10T11:26:12.210Z,,-0.6343311903412961
Mantle Staked Ether,meth,3742.55,-0.43033,DOWN,1265513120,4729.53,mantle-staked-ether,https://coin-images.coingecko.com/coins/images/33345/large/symbol_transparent_bg.png?1701697066,03-08-2025,2025-08-03T14:09:08.472Z,93,1265513120,1615484.0,3760.03,3617.5,-0.43033,-4863015.699027061,-0.3828,337943.4121579603,337944.2934299399,,-20.78683,2024-03-27T05:26:27.333Z,1485.62,152.17806,2025-04-09T01:32:38.082Z,,-0.4303266565979953
Curve DAO,crv,0.916254,2.93811,UP,1265080670,15.37,curve-dao-token,https://coin-images.coingecko.com/coins/images/12124/large/Curve.png?1696511967,03-08-2025,2025-08-03T14:09:07.053Z,92,2097842999,194353961.0,0.92433,0.852725,2.93811,37459423.0,3.05138,1381198154.0,2290397443.509565,3030303031.0,-94.03654,2020-08-14T00:00:00.000Z,0.180354,408.28253,2024-08-05T11:41:26.119Z,,2.9381134449471937
Injective,inj,12.7,2.13212,UP,1239502843,52.62,injective-protocol,https://coin-images.coingecko.com/coins/images/12882/large/Other_200x200.png?1738782212,03-08-2025,2025-08-03T14:09:05.215Z,94,1268329170,102028471.0,12.72,11.98,2.13212,22611513.0,1.85814,97727220.33,100000000.0,,-75.90119,2024-03-14T15:06:22.124Z,0.657401,1828.9532,2020-11-03T16:19:30.576Z,,2.1321151258343747
Stacks,stx,0.685784,1.29254,UP,1226816322,3.86,blockstack,https://coin-images.coingecko.com/coins/images/2069/large/Stacks_Logo_png.png?1709979332,03-08-2025,2025-08-03T14:09:01.891Z,95,1226816322,27134030.0,0.688054,0.657234,1.29254,15050631.0,1.24204,1789480278.8086,1789480278.8086,,-82.2727,2024-04-01T12:34:58.342Z,0.04559639,1402.39988,2020-03-13T02:29:26.415Z,"{'times': 4.714866142810695, 'currency': 'usd', 'percentage': 471.4866142810695}",1.2925396776718956
Polygon Bridged USDT (Polygon),usdt,0.99948,0.00231,UP,1214590923,1.027,polygon-bridged-usdt-polygon,https://coin-images.coingecko.com/coins/images/35023/large/USDT.png?1707233644,03-08-2025,2025-08-03T14:09:05.797Z,96,1214590923,35180421.0,0.999863,0.999354,0.00231,1326335.0,0.10932,1215205287.359025,1215205287.359025,,-2.63538,2024-04-14T06:51:56.926Z,0.945933,5.68654,2024-12-05T22:30:30.789Z,,0.0023053625475047885
Provenance Blockchain,hash,0.0254843,0.57915,UP,1212658484,0.058737,hash-2,https://coin-images.coingecko.com/coins/images/66154/large/Hastra_Icon.png?1748497203,03-08-2025,2025-08-03T14:09:03.790Z,97,2548430236,5143.09,0.02787041,0.02483269,0.57915,8229315.0,0.68325,47584527412.0,100000000000.0,100000000000.0,-56.61444,2025-07-10T08:19:31.383Z,0.01378736,84.83182,2025-06-04T11:15:56.153Z,,0.5791503504095992
Celestia,tia,1.64,1.7361,UP,1202401056,20.85,celestia,https://coin-images.coingecko.com/coins/images/31967/large/tia.jpg?1696530772,03-08-2025,2025-08-03T14:09:01.733Z,98,1869045028,82693406.0,1.65,1.55,1.7361,21963836.0,1.86065,732643556.869079,1138841146.081792,,-92.1305,2024-02-10T14:30:02.495Z,1.32,23.93923,2025-06-22T20:21:50.444Z,,1.7361040928742317
Falcon USD,usdf,0.999473,0.00566,UP,1197101351,1.075,falcon-finance,https://coin-images.coingecko.com/coins/images/54558/large/ff_200_X_200.png?1740741076,03-08-2025,2025-08-03T14:09:03.004Z,99,1197101351,6738641.0,1.0,0.998733,0.00566,2802422.0,0.23465,1197613794.016805,1197663792.516805,,-6.98042,2025-05-08T21:25:42.071Z,0.943422,5.9517,2025-07-08T10:16:34.749Z,,0.005656782500284252
Renzo Restaked ETH,ezeth,3674.68,-0.76306,DOWN,1147041432,4207.05,renzo-restaked-eth,https://coin-images.coingecko.com/coins/images/34753/large/Ezeth_logo_circle.png?1713496404,03-08-2025,2025-08-03T14:09:05.674Z,100,1147041432,1822032.0,3702.93,3552.7,-0.76306,-7022887.066708326,-0.60854,311946.8525407492,311946.8525407492,,-12.58463,2024-12-06T20:30:39.115Z,1454.43,152.85545,2025-04-09T01:30:57.856Z,,-0.7630551951125059
Solv Protocol BTC,solvbtc,113686.0,0.3522,UP,1141864974,122909.0,solv-btc,https://coin-images.coingecko.com/coins/images/36800/large/solvBTC.png?1719810684,03-08-2025,2025-08-03T14:09:06.311Z,101,1141864974,2197065.0,113953.0,111662.0,0.3522,8112524.0,0.71555,10035.98316218364,10035.98316218364,21000000.0,-7.55638,2025-07-14T07:45:30.769Z,49058.0,131.60654,2024-08-05T06:28:45.311Z,,0.3521970810296393
Optimism,op,0.650395,1.78575,UP,1139141777,4.84,optimism,https://coin-images.coingecko.com/coins/images/25244/large/Optimism.png?1696524385,03-08-2025,2025-08-03T14:09:05.417Z,102,2792268852,144619962.0,0.651074,0.617886,1.78575,19658924.0,1.75607,1752186819.0,4294967296.0,4294967296.0,-86.57533,2024-03-06T08:35:50.817Z,0.402159,61.71031,2022-06-18T20:54:52.178Z,,1.7857527807991447
Conflux,cfx,0.207442,7.66178,UP,1061918056,1.7,conflux-token,https://coin-images.coingecko.com/coins/images/13079/large/3vuYMbjN.png?1696512867,03-08-2025,2025-08-03T14:09:02.064Z,103,1180757823,375631524.0,0.217416,0.185364,7.66178,75667323.0,7.67222,5119841846.826528,5692805842.328268,,-87.80263,2021-03-27T03:43:35.178Z,0.02199898,843.0367,2022-12-30T08:16:30.345Z,,7.661781825110964
FLOKI,floki,0.00010686,2.48267,UP,1032104033,0.00034495,floki,https://coin-images.coingecko.com/coins/images/16746/large/PNG_image.png?1696516318,03-08-2025,2025-08-03T14:09:03.207Z,104,1068274215,118031900.0,0.00010755,9.891e-05,2.48267,24419126.0,2.42329,9661414811730.0,10000000000000.0,10000000000000.0,-69.03423,2024-06-05T07:25:59.137Z,8.428e-08,126639.99807,2021-07-06T01:11:20.438Z,,2.4826656203290014
Pump.fun,pump,0.00287292,5.69199,UP,1017309519,0.00681162,pump-fun,https://coin-images.coingecko.com/coins/images/67164/large/pump.jpg?1751949376,03-08-2025,2025-08-03T14:09:05.821Z,105,2873725326,389243011.0,0.00298992,0.00251566,5.69199,50885726.0,5.26536,354000000000.0,999989429888.1025,1000000000000.0,-57.81815,2025-07-16T09:11:47.827Z,0.00228323,25.84243,2025-07-29T11:15:43.983Z,,5.691985754557178
PayPal USD,pyusd,0.99993,0.03313,UP,1012509566,1.021,paypal-usd,https://coin-images.coingecko.com/coins/images/31212/large/PYUSD_Logo_%282%29.png?1696530039,03-08-2025,2025-08-03T14:09:09.275Z,106,1012509566,23365216.0,1.001,0.998953,0.03313,393464.0,0.03888,1012478283.752268,1012478283.752268,,-2.03387,2023-10-23T22:44:57.056Z,0.959426,4.22656,2024-12-05T22:31:13.430Z,,0.033132062719978476
Wrapped BNB,wbnb,749.22,-0.78453,DOWN,1009331356,858.29,wbnb,https://coin-images.coingecko.com/coins/images/12591/large/binance-coin-logo.png?1696512401,03-08-2025,2025-08-03T14:09:08.236Z,107,1009331356,361678957.0,755.14,734.33,-0.78453,-6343177.924908638,-0.62453,1347183.885499101,1347183.885499101,,-12.70899,2025-07-28T08:28:32.937Z,23.6,3074.23017,2020-09-24T13:48:40.532Z,,-0.7845282593734466
Saros,saros,0.383033,3.67501,UP,1002166893,0.405788,saros-finance,https://coin-images.coingecko.com/coins/images/34594/large/saros-token-logo.png?1705476813,03-08-2025,2025-08-03T14:09:05.977Z,108,3817778893,10085997.0,0.383905,0.348992,3.67501,33924291.0,3.5037,2624999826.0,10000000000.0,10000000000.0,-5.98253,2025-07-23T19:59:36.365Z,0.00101093,37638.82646,2024-08-05T07:07:02.188Z,,3.6750125126208566
Binance Bridged USDC (BNB Smart Chain),usdc,0.99937,-0.13392,DOWN,997839839,1.031,binance-bridged-usdc-bnb-smart-chain,https://coin-images.coingecko.com/coins/images/35220/large/USDC.jpg?1707919050,03-08-2025,2025-08-03T14:09:01.350Z,109,997839839,177016148.0,1.004,0.996903,-0.13392,-664718.1639357805,-0.06657,998999979.839804,998999979.839804,,-3.1051,2024-03-05T20:15:29.285Z,0.942892,5.95542,2024-12-05T22:30:25.440Z,,-0.13391775560666183
Sonic,s,0.30043,-0.1838,DOWN,967643582,1.029,sonic-3,https://coin-images.coingecko.com/coins/images/38108/large/200x200_Sonic_Logo.png?1734679256,03-08-2025,2025-08-03T14:09:06.473Z,110,967643582,133768050.0,0.304032,0.281219,-0.1838,-2319798.612204194,-0.23916,3222625000.0,3222625000.0,,-70.8141,2025-01-04T21:35:44.705Z,0.250194,20.09135,2025-06-22T19:45:12.848Z,,-0.1838018115955485
Jupiter Staked SOL,jupsol,181.88,-1.9365,DOWN,967364090,309.67,jupiter-staked-sol,https://coin-images.coingecko.com/coins/images/37482/large/jupsol.png?1714473916,03-08-2025,2025-08-03T14:09:06.039Z,111,967364090,4197530.0,185.47,176.36,-1.9365,-17501498.656907797,-1.77704,5313029.358418504,5313029.358418504,,-41.23441,2025-01-19T11:22:28.048Z,105.7,72.15915,2025-04-07T07:01:06.676Z,,-1.9364967633630614
PAX Gold,paxg,3361.86,0.05507,UP,952727898,3518.57,pax-gold,https://coin-images.coingecko.com/coins/images/9519/large/paxgold.png?1696509604,03-08-2025,2025-08-03T14:09:09.353Z,112,952727898,37207566.0,3363.77,3357.69,0.05507,486183.0,0.05106,283380.049,283380.049,,-4.46371,2025-04-22T06:22:41.622Z,1399.64,140.16913,2019-11-18T03:09:35.959Z,,0.05507197753250021
The Graph,grt,0.09104,1.06609,UP,948196979,2.84,the-graph,https://coin-images.coingecko.com/coins/images/13397/large/Graph_Token.png?1696513159,03-08-2025,2025-08-03T14:09:07.398Z,113,983021298,34842836.0,0.091336,0.086231,1.06609,9706071.0,1.03422,10417654828.97399,10800262816.04821,10800262823.318213,-96.79687,2021-02-12T07:28:45.775Z,0.052051,74.86146,2022-11-22T10:05:03.503Z,,1.0660866267891025
